"site","chamber","collect_date","pwsw","inout","location","temp.degC ","cond.mscm ","salinity","ph","cust_sample_id","ALKA.mgL ","CL.mglCaCO3","DOC.mgL","LPH","NH4.mgL","NOX","SO4.mgl","TDN.mgl","trt","mean.salinity","srp.um.l","tdp.um.l","srp.ppb","tdp.ppb","deepsulfide.mm","shallowsulfide.mm","datesulfide"
"BW",13,2015-08-19,"SW","in","BW-S-13",27.51,19.9,11.82,7.11,"P79073-11",199,6169,100,7.54,0.075,NA,521,3.52,"treatment",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",14,2015-08-19,"SW","in","BW-S-14",27.51,20.15,11.98,7.1,"P79073-12",192,6235,99.4,7.8,0.09,NA,529,3.29,"treatment",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",15,2015-08-19,"SW","in","BW-S-15",27.83,20.18,11.99,7.09,"P79073-13",185,6354,103,7.73,0.089,NA,540,3.5,"treatment",NA,"MIA","MIA","MIA","MIA",NA,NA,NA
"BW",16,2015-08-19,"SW","in","BW-S-16",27.97,20.29,12.06,7.08,"P79073-14_P79073-15",187,6252,105.5,7.88,0.071,NA,527,3.535,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2015-09-16,"SW","in","BW-S-1",25.88,5.07,2.72,7.09,"P79553-2_P79553-3",192,1402.5,61.6,7.71,0.071,NA,46.7,2.15,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2015-09-16,"SW","in","BW-S-3",26.17,5.56,3,7.1,"P79553-4",195,1402,64.4,7.73,0.07,NA,48.1,2.24,"control",NA,"0.000","0.550","0.000","17.034",NA,NA,NA
"BW",5,2015-09-16,"SW","in","BW-S-5",25.99,5.13,2.76,7.18,"P79553-5",176,1202,59.3,7.88,0.089,NA,42.5,2.08,"control",NA,"0.399","0.785","12.357","24.311",NA,NA,NA
"BW",7,2015-09-16,"SW","in","BW-S-7",25.77,5.39,2.9,7.25,"P79553-6",183,1389,63.9,7.92,0.097,NA,46.8,2.16,"control",NA,"0.354","0.776","10.963","24.033",NA,NA,NA
"BW",8,2015-09-16,"SW","in","BW-S-8",25.92,5.5,2.96,7.22,"P79553-7",185,1352,67.5,7.82,0.089,NA,46.9,2.13,"control",NA,"0.000","0.549","0.000","17.003",NA,NA,NA
"BW",9,2015-09-16,"SW","in","BW-S-9",25.86,5.37,2.89,7.23,"P79553-8",178,1342,60.7,7.93,0.077,NA,46.9,2.08,"control",NA,"0.344","0.625","10.654","19.356",NA,NA,NA
"BW",11,2015-09-16,"SW","in","BW-S-11",25.73,6.12,3.33,7.26,"P79553-9",165,1373,66.5,7.85,0.091,NA,61.4,2.12,"treatment",NA,"0.222","0.700","6.875","21.679",NA,NA,NA
"BW",12,2015-09-16,"SW","in","BW-S-12",25.97,5.91,3.26,7.26,"P79553-10",154,1139,59.2,7.97,0.067,NA,44,2,"treatment",NA,"0.045","0.617","1.394","19.108",NA,NA,NA
"BW",13,2015-09-16,"SW","in","BW-S-13",25.96,5.63,3.14,7.29,"P79553-11",156,1301,58.2,7.93,0.081,NA,49.1,2.01,"treatment",NA,"0.209","0.559","6.473","17.312",NA,NA,NA
"BW",14,2015-09-16,"SW","in","BW-S-14",25.1,6.23,3.4,7.3,"P79553-12",143,1166,60.7,7.86,0.104,NA,59.1,1.91,"treatment",NA,"0.144","0.548","4.460","16.972",NA,NA,NA
"BW",15,2015-09-16,"SW","in","BW-S-15",25.53,5.17,2.78,7.35,"P79553-13",168,1395,70.2,7.86,0.097,NA,50.7,2.25,"treatment",NA,"0.154","0.584","4.769","18.086",NA,NA,NA
"BW",16,2015-09-16,"SW","in","BW-S-16",25.23,4.93,2.63,7.47,"P79553-14_P79553-15",160.5,1356.5,63.25,7.85,0.077,NA,49.55,2.205,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2015-10-21,"SW","in","BW-S-1",24.44,6.58,3.6,6.81,"P79570-2_P79570-3",149,1839,71.45,7.495,0.0555,NA,41.6,2.2,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2015-10-21,"SW","in","BW-S-3",24.8,6.89,3.78,6.89,"P79570-4",152,2052,75.5,7.47,0.062,NA,54.4,2.23,"control",3.78,"","","","",NA,NA,NA
"BW",5,2015-10-21,"SW","in","BW-S-5",25.05,7.09,3.89,6.94,"P79570-5",150,2107,73.8,7.5,0.062,NA,56.5,2.29,"control",3.89,"","","","",NA,NA,NA
"BW",7,2015-10-21,"SW","in","BW-S-7",25.06,6.69,3.66,7,"P79570-6",150,1964,74.1,7.51,0.064,NA,42.8,2.18,"control",3.66,"","","","",NA,NA,NA
"BW",8,2015-10-21,"SW","in","BW-S-8",25.15,7.04,3.86,6.91,"P79570-7",149,1881,70.9,7.53,0.077,NA,47.8,2.24,"control",3.86,"","","","",NA,NA,NA
"BW",9,2015-10-21,"SW","in","BW-S-9",24.84,6.94,3.8,7.01,"P79570-8",151,1938,77.7,7.56,0.082,NA,48.3,2.25,"control",3.8,"","","","",NA,NA,NA
"BW",11,2015-10-21,"SW","in","BW-S-11",25.99,6.99,3.83,7.06,"P79570-9",148,2224,74.7,7.61,0.074,NA,62.4,2.27,"treatment",3.83,"","","","",NA,NA,NA
"BW",12,2015-10-21,"SW","in","BW-S-12",25.63,6.64,3.64,7.11,"P79570-10",149,2019,75.8,7.65,0.081,NA,43.2,2.25,"treatment",3.64,"","","","",NA,NA,NA
"BW",13,2015-10-21,"SW","in","BW-S-13",25.62,6.72,3.67,7.08,"P79570-11",148,1967,76.5,7.61,0.058,NA,44.7,2.21,"treatment",3.67,"","","","",NA,NA,NA
"BW",14,2015-10-21,"SW","in","BW-S-14",25.44,7.09,3.89,7.15,"P79570-12",149,2159,73.1,7.65,0.056,NA,63.1,2.18,"treatment",3.89,"","","","",NA,NA,NA
"BW",15,2015-10-21,"SW","in","BW-S-15",26.2,6.68,3.64,7.11,"P79570-13",149,2058,111,7.64,0.056,NA,43.7,2.25,"treatment",3.64,"","","","",NA,NA,NA
"BW",16,2015-10-21,"SW","in","BW-S-16",25.77,7.54,4.15,7.06,"P79570-14_P79570-15",150.5,2355,74.05,7.725,0.0665,NA,77.35,2.485,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2015-11-18,"SW","in","BW-S-1",25.65,6.232,3.39,7.44,"P79571-2_P79571-3",132,1657,56.25,7.66,0.052,NA,25.9,1.775,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2015-11-18,"SW","in","BW-S-3",26.32,7.819,4.28,6.89,"P79571-4",142,1917,58.6,7.66,0.054,NA,33.2,1.88,"control",NA,"","","","",NA,NA,NA
"BW",5,2015-11-18,"SW","in","BW-S-5",25.97,7.707,4.25,6.8,"P79571-5",119,1607,55.6,7.7,0.064,NA,26.8,1.67,"control",NA,"","","","",NA,NA,NA
"BW",7,2015-11-18,"SW","in","BW-S-7",26.22,6.138,3.33,7.02,"P79571-6",133,1890,62,7.73,0.059,NA,35.5,1.91,"control",NA,"","","","",NA,NA,NA
"BW",8,2015-11-18,"SW","in","BW-S-8",26.31,6.277,3.41,7.02,"P79571-7",128,1866,57.2,7.64,0.064,NA,36.6,1.81,"control",NA,"","","","",NA,NA,NA
"BW",9,2015-11-18,"SW","in","BW-S-9",26.97,7.529,4.14,6.88,"P79571-8",135,1704,63.6,7.7,0.064,NA,32.6,1.85,"control",NA,"","","","",NA,NA,NA
"BW",11,2015-11-18,"SW","in","BW-S-11",26.21,7.425,4.07,6.87,"P79571-9",119,1779,61.6,7.69,0.054,NA,43.6,1.7,"treatment",NA,"","","","",NA,NA,NA
"BW",12,2015-11-18,"SW","in","BW-S-12",26.27,6.735,3.67,6.99,"P79571-10",116,1751,59.7,7.78,0.051,NA,42.6,1.71,"treatment",NA,"","","","",NA,NA,NA
"BW",13,2015-11-18,"SW","in","BW-S-13",26.58,6.223,3.38,7.11,"P79571-11",117,1721,61.1,7.76,0.062,NA,39.3,1.73,"treatment",NA,"","","","",NA,NA,NA
"BW",14,2015-11-18,"SW","in","BW-S-14",26.07,7.046,3.86,7,"P79571-12",115,1676,85.4,7.8,0.055,NA,41.7,1.73,"treatment",NA,"","","","",NA,NA,NA
"BW",15,2015-11-18,"SW","in","BW-S-15",27.23,6.618,3.61,7.02,"P79571-13",121,1763,60.3,7.69,0.062,NA,48.7,1.79,"treatment",NA,"","","","",NA,NA,NA
"BW",16,2015-11-18,"SW","in","BW-S-16",26.17,6.438,3.5,6.92,"P79571-14_P79571-15",115.5,1787.5,60.6,7.815,0.066,NA,41.35,1.73,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",1,2015-12-16,"SW","in","BW-S-1",24.36,4.79,2.56,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",3,2015-12-16,"SW","in","BW-S-3",25.25,6.677,3.67,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",5,2015-12-16,"SW","in","BW-S-5",24.8,4.6,2.45,6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",7,2015-12-16,"SW","in","BW-S-7",24.5,4.59,2.45,6.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",8,2015-12-16,"SW","in","BW-S-8",25.4,4.554,2.45,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",9,2015-12-16,"SW","in","BW-S-9",25.17,5.645,3,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"BW",11,2015-12-16,"SW","in","BW-S-11",26.02,5.158,2.78,6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",12,2015-12-16,"SW","in","BW-S-12",25.94,5.7,2.72,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",13,2015-12-16,"SW","in","BW-S-13",26.3,4.679,2.5,7.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",14,2015-12-16,"SW","in","BW-S-14",24.8,4.524,2.41,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",15,2015-12-16,"SW","in","BW-S-15",25.89,6.298,3.44,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"BW",16,2015-12-16,"SW","in","BW-S-16",25.61,5.614,3.04,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treatment",NA,NA,NA,NA,NA,NA,NA,NA
"FW",2,2014-10-15,"PW","in","FW-P-2",30.008,0.381,0.182,NA,"P75177-7",64,74.4,46.3,6.43,0.209,0.006,1,0.96,"control",0.18,"0.084","0.376","2.6","11.64",NA,NA,NA
"FW",3,2014-10-15,"PW","in","FW-P-3",31.538,0.416,0.198,NA,"P75177-8",116,56.7,39.9,7.13,0.632,0.005,1,1.39,"control",0.2,"0.021","0.166","0.65","5.14",NA,NA,NA
"FW",6,2014-10-15,"PW","in","FW-P-6",30.685,0.424,0.202,NA,"P75177-11",146,43.9,48.1,7.12,0.514,0.005,1,1.22,"control",0.2,"0.054","0.308","1.67","9.54",NA,NA,NA
"FW",8,2014-10-15,"PW","in","FW-P-8",28.378,0.424,0.203,NA,"P75177-13",93,29.3,93.7,6.76,0.824,0.006,1,1.71,"control",0.21,"0.094","0.584","2.91","18.09",NA,NA,NA
"FW",9,2014-10-15,"PW","in","FW-P-9",28.59,0.421,0.202,NA,"P75177-14",109,43.9,39,6.84,0.212,0.005,1,0.8,"control",0.2,"0.032","0.228","0.99","7.06",NA,NA,NA
"FW",10,2014-10-15,"PW","in","FW-P-10",28.53,0.42,0.2,NA,"P75177-15",147,25.3,47.4,7.26,0.291,0.005,1,0.97,"control",0.2,"0.02","0.302","0.62","9.35",NA,NA,NA
"FW",11,2014-10-15,"PW","in","FW-P-11",31.397,3.607,1.923,NA,"P75177-16",71,1213,48,6.43,1.113,0.005,253,1.66,"treatment",2.39,"0.007","0.48","0.22","14.87",NA,NA,NA
"FW",12,2014-10-15,"PW","in","FW-P-12",31.517,2.965,1.537,NA,"P75177-17",150,1037,39.8,7.12,0.936,0.005,144,1.73,"treatment",2,"0.013","0.148","0.4","4.58",NA,NA,NA
"FW",13,2014-10-15,"PW","in","FW-P-13",31.632,3.424,1.743,NA,"P75177-18",109,1056,49.7,7.09,0.9,0.005,123,1.69,"treatment",1.97,"0.026","0.235","0.81","7.28",NA,NA,NA
"FW",14,2014-10-15,"PW","in","FW-P-14",31.545,3.228,1.687,NA,"P75177-19",170,1268,54.6,7.24,1.398,0.005,162,2.44,"treatment",2.23,"0.02","0.187","0.62","5.79",NA,NA,NA
"FW",15,2014-10-15,"PW","in","FW-P-15",31.758,3.379,1.773,NA,"P75177-20",118,1262,50.3,7.1,1.402,0.005,151,2.09,"treatment",2.47,"0.01","0.29","0.31","8.98",NA,NA,NA
"FW",16,2014-10-15,"PW","in","FW-P-16",31.01,3.82,2.008,NA,"P75177-21",131,1426,57.6,6.97,1.215,0.005,170,2.8,"treatment",2.45,"0.069","0.488","2.14","15.11",NA,NA,NA
"FW",1,2014-11-19,"PW","in","FW-P-1",19.82,0.525,0.25,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",2,2014-11-19,"PW","in","FW-P-2",18.977,0.46,0.223,6.977,"P76151-2",144,46.1,35.1,7.51,0.175,NA,0.2,0.73,"control",0.22,"0.013","0.202","0.4","6.26",NA,NA,NA
"FW",3,2014-11-19,"PW","in","FW-P-3",19.52,0.494,0.24,6.76,"P76151-3",152,59,10.5,7.28,0.548,NA,0.5,1.04,"control",0.24,"0.008","0.172","0.25","5.33",NA,NA,NA
"FW",4,2014-11-19,"PW","in","FW-P-4",20.35,0.488,0.24,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",5,2014-11-19,"PW","in","FW-P-5",18.1,0.475,0.23,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",6,2014-11-19,"PW","in","FW-P-6",18.235,0.474,0.23,6.505,"P76151-6",178,44.1,14.6,7.48,0.393,NA,0.1,0.905,"control",0.23,"0.008","0.197","0.25","6.1",NA,NA,NA
"FW",7,2014-11-19,"PW","in","FW-P-7",17.62,0.46,0.22,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",8,2014-11-19,"PW","in","FW-P-8",18.38,0.508,0.247,6.727,"P76151-8",180,42.6,12.2,7.61,0.92,NA,0.1,1.42,"control",0.25,"0.012","0.456","0.37","14.12",NA,NA,NA
"FW",9,2014-11-19,"PW","in","FW-P-9",19.757,0.49,0.237,6.72,"P76151-9",168,46.6,15.6,7.37,0.227,NA,0.2,0.686,"control",0.24,"0.011","0.209","0.34","6.47",NA,NA,NA
"FW",10,2014-11-19,"PW","in","FW-P-10",19.253,0.494,0.24,6.917,"P76151-10",175,47.3,17.5,7.55,0.227,NA,0.1,0.769,"control",0.24,"0.006","0.321","0.19","9.94",NA,NA,NA
"FW",11,2014-11-19,"PW","in","FW-P-11",17.383,5.993,3.283,7.043,"P76151-11",108,738,17.4,7.28,0.898,NA,113,1.5,"treatment",3.28,"0.004","0.268","0.12","8.3",NA,NA,NA
"FW",12,2014-11-19,"PW","in","FW-P-12",18.32,5.183,2.91,6.95,"P76151-12",123,1574,11.6,7.3,0.815,NA,232,1.37,"treatment",2.91,"0.005","0.165","0.15","5.11",NA,NA,NA
"FW",13,2014-11-19,"PW","in","FW-P-13",18.26,4.062,2.167,6.937,"P76151-13",2,1291,12.9,3.8,0.693,NA,154,1.23,"treatment",2.17,"0","0.24","0","7.43",NA,NA,NA
"FW",14,2014-11-19,"PW","in","FW-P-14",19.307,5.094,2.757,6.987,"P76151-14",116,1298,14.1,7.11,1.143,NA,175,1.73,"treatment",2.76,"0.004","0.187","0.12","5.79",NA,NA,NA
"FW",15,2014-11-19,"PW","in","FW-P-15",18.353,4.296,2.303,6.777,"P76151-15",165,1037,13.7,7.09,1.193,NA,149,1.79,"treatment",2.3,"0.008","0.207","0.25","6.41",NA,NA,NA
"FW",16,2014-11-19,"PW","in","FW-P-16",18.313,4.731,2.537,7,"P76151-16",169,1384,12.3,7.28,0.902,NA,198,1.42,"treatment",2.54,"0","0.213","0","6.6",NA,NA,NA
"FW",2,2014-12-18,"PW","in","FW-P-2",24.21,0.502,0.24,6.47,"P76264-2",168,48.1,30.1,7.55,0.132,NA,0.1,0.794,"control",0.24,"0.007","0.191","0.22","5.92",NA,NA,NA
"FW",3,2014-12-18,"PW","in","FW-P-3",25.213,0.53,0.253,6.64,"P76264-3",172,55.5,26.8,7.53,0.495,NA,0.1,1.15,"control",0.25,"0.055","0.281","1.7","8.7",NA,NA,NA
"FW",6,2014-12-18,"PW","in","FW-P-6",24.267,0.534,0.26,6.777,"P76264-6",172,52,12.6,7.38,0.482,NA,0.1,0.981,"control",0.26,"0","0.228","0","7.06",NA,NA,NA
"FW",8,2014-12-18,"PW","in","FW-P-8",24.363,0.546,0.263,6.577,"P76264-8",182,54.5,17.6,7.5,0.878,NA,0.1,1.41,"control",0.26,"0.028","0.242","0.87","7.49",NA,NA,NA
"FW",9,2014-12-18,"PW","in","FW-P-9",25.427,0.534,0.263,6.55,"P76264-9",180,52.9,22.6,7.71,0.123,NA,0.1,0.593,"control",0.26,"0.043","0.279","1.33","8.64",NA,NA,NA
"FW",10,2014-12-18,"PW","in","FW-P-10",24.32,0.513,0.247,6.62,"P76264-10",168,52.9,23.3,7.52,0.219,NA,0.1,0.806,"control",0.25,"0.024","0.233","0.74","7.22",NA,NA,NA
"FW",11,2014-12-18,"PW","in","FW-P-11",27.823,4.166,2.233,6.577,"P76264-11",179,1159,20,7.89,0.561,NA,145,1.21,"treatment",2.2,"0.031","0.244","0.96","7.56",NA,NA,NA
"FW",12,2014-12-18,"PW","in","FW-P-12",24.373,4.517,2.41,6.69,"P76264-12",196,1174,16.9,7.87,0.505,NA,168,1.09,"treatment",2.41,"0.024","0.248","0.74","7.68",NA,NA,NA
"FW",13,2014-12-18,"PW","in","FW-P-13",25.06,3.06,1.51,6.613,"P76264-13",202,823,16.3,7.64,0.408,NA,111,1.06,"treatment",1.51,"0.016","0.311","0.5","9.63",NA,NA,NA
"FW",14,2014-12-18,"PW","in","FW-P-14",27.117,5.988,3.25,6.633,"P76264-14",216,1833,23.3,7.65,1.022,NA,271,1.66,"treatment",3.25,"0.022","0.16","0.68","4.96",NA,NA,NA
"FW",15,2014-12-18,"PW","in","FW-P-15",26.12,3.424,1.797,6.603,"P76264-15",196,835,14.1,7.65,0.781,NA,112,1.41,"treatment",1.8,"0.025","0.282","0.77","8.73",NA,NA,NA
"FW",16,2014-12-18,"PW","in","FW-P-16",27.623,5.385,2.893,6.643,"P76264-16",200,1442,23.4,7.65,0.767,NA,196,1.31,"treatment",2.89,"0.023","0.159","0.71","4.92",NA,NA,NA
"FW",2,2015-01-15,"PW","in","FW-P-2",20.993,0.574,0.28,6.473,"P76811-1",177,58.5,26.4,7.59,0.238,NA,0.1,0.732,"control",0.28,"0.002","0.273","0.06","8.45",NA,NA,NA
"FW",3,2015-01-15,"PW","in","FW-P-3",21.783,0.617,0.3,6.48,"P76811-2",194,63.8,30.1,7.74,0.598,NA,0.1,1.23,"control",0.3,"0.01","0.385","0.31","11.92",NA,NA,NA
"FW",6,2015-01-15,"PW","in","FW-P-6",21.717,0.601,0.293,6.547,"P76811-3",192,56.3,14.6,7.53,0.359,NA,0.1,0.807,"control",0.29,"0","0.215","0","6.66",NA,NA,NA
"FW",8,2015-01-15,"PW","in","FW-P-8",21.667,0.616,0.3,6.667,"P76811-4",210,56.4,13.5,7.75,0.766,NA,0.1,1.26,"control",0.3,"0.04","0.206","1.24","6.38",NA,NA,NA
"FW",9,2015-01-15,"PW","in","FW-P-9",21.653,0.616,0.303,6.573,"P76811-5",211,54.3,13,7.61,0.1,NA,0.1,0.528,"control",0.3,"0.01","0.112","0.31","3.47",NA,NA,NA
"FW",10,2015-01-15,"PW","in","FW-P-10",21.72,0.584,0.283,6.64,"P76811-6",187,60.2,25.3,7.34,0.185,NA,0.1,0.679,"control",0.28,"0.01","0.204","0.31","6.32",NA,NA,NA
"FW",11,2015-01-15,"PW","in","FW-P-11",28.807,3.774,1.98,6.83,"P76811-7",186,1053,16.8,7.79,0.451,NA,152,0.938,"treatment",1.98,"0.045","0.238","1.39","7.37",NA,NA,NA
"FW",12,2015-01-15,"PW","in","FW-P-12",27.257,3.035,1.573,6.733,"P76811-8",234,791,12,7.38,0.648,NA,101,1.06,"treatment",1.57,"0","0.207","0","6.41",NA,NA,NA
"FW",13,2015-01-15,"PW","in","FW-P-13",24.437,4.272,2.273,6.553,"P76811-9",212,1142,14.4,7.4,0.53,NA,157,0.962,"treatment",2.27,"0.009","0.227","0.28","7.03",NA,NA,NA
"FW",14,2015-01-15,"PW","in","FW-P-14",27.517,3.731,1.95,6.807,"P76811-10",256,863,15.3,7.5,0.719,NA,124,1.24,"treatment",1.95,"0.036","0.374","1.11","11.58",NA,NA,NA
"FW",15,2015-01-15,"PW","in","FW-P-15",23.76,3.744,1.983,6.627,"P76811-11",207,977,23.6,7.41,0.86,NA,120,1.41,"treatment",1.98,"0.012","0.265","0.37","8.21",NA,NA,NA
"FW",16,2015-01-15,"PW","in","FW-P-16",22.653,3.787,2.003,6.78,"P76811-12",231,1002,27.6,7.55,0.593,NA,128,1.14,"treatment",2,"0.01","0.279","0.31","8.64",NA,NA,NA
"FW",2,2015-02-12,"PW","in","FW-P-2",26.843,0.64,0.313,6.66,"P76948-1",179,78.8,14,7.55,0.074,NA,0.2,0.571,"control",0.31,"0.118","0.207","3.65","6.41",NA,NA,NA
"FW",3,2015-02-12,"PW","in","FW-P-3",24.91,0.67,0.327,6.807,"P76948-2",192,90.2,12.5,7.78,0.361,NA,0.1,0.9,"control",0.33,"0.118","0.298","3.65","9.23",NA,NA,NA
"FW",6,2015-02-12,"PW","in","FW-P-6",27.93,0.642,0.313,6.773,"P76948-3",191,71.2,18.6,7.77,0.598,NA,0.2,1.17,"control",0.31,"0.259","0.298","8.02","9.23",NA,NA,NA
"FW",8,2015-02-12,"PW","in","FW-P-8",23.543,0.684,0.333,6.97,"P76948-4",199,71.2,10,7.71,0.775,NA,0.1,1.28,"control",0.33,"0.083","0.224","2.57","6.94",NA,NA,NA
"FW",9,2015-02-12,"PW","in","FW-P-9",25.7,0.697,0.337,6.79,"P76948-5",217,78.7,10.9,7.69,0.068,NA,0.2,0.53,"control",0.34,"0.069","0.184","2.14","5.7",NA,NA,NA
"FW",10,2015-02-12,"PW","in","FW-P-10",23.903,0.64,0.317,6.82,"P76948-6",210,71.6,18.8,7.58,0.159,NA,0.1,0.64,"control",0.32,"0.053","0.212","1.64","6.57",NA,NA,NA
"FW",11,2015-02-12,"PW","in","FW-P-11",26.38,2.27,1.163,7.123,"P76948-7",231,391,NA,8.1,NA,NA,53,NA,"treatment",1.16,"MIA","MIA","MIA","MIA",NA,NA,NA
"FW",12,2015-02-12,"PW","in","FW-P-12",23.637,3.642,1.917,6.943,"P76948-8",223,832,15.8,7.82,0.75,NA,129,1.32,"treatment",1.92,"0.058","0.192","1.8","5.95",NA,NA,NA
"FW",13,2015-02-12,"PW","in","FW-P-13",25.32,13.08,1.7,6.85,"P76948-9",237,733,15.4,7.67,0.58,NA,110,1.14,"treatment",1.7,"0.166","0.243","5.14","7.53",NA,NA,NA
"FW",14,2015-02-12,"PW","in","FW-P-14",26.363,4.23,2.247,6.877,"P76948-10",264,1060,10.7,7.63,0.74,NA,148,1.28,"treatment",2.25,"0.069","0.212","2.14","6.57",NA,NA,NA
"FW",15,2015-02-12,"PW","in","FW-P-15",22.673,2.656,1.377,6.837,"P76948-11",226,665,13.1,7.65,0.604,NA,93.7,1.26,"treatment",1.38,"0.1","0.2","3.1","6.19",NA,NA,NA
"FW",16,2015-02-12,"PW","in","FW-P-16",24.637,4.017,2.11,6.92,"P76948-12",248,860,15,7.67,0.527,NA,130,1.1,"treatment",2.11,"0.106","0.242","3.28","7.49",NA,NA,NA
"FW",2,2015-03-19,"PW","in","FW-P-2",26.78,0.651,0.313,6.853,"P77337-1",202,84.4,15.1,7.29,0.064,NA,0.1,0.529,"control",NA,"0.017","0.287","0.526","8.888",NA,NA,NA
"FW",3,2015-03-19,"PW","in","FW-P-3",29.283,0.667,0.32,6.79,"P77337-2",206,81.9,14.4,7.18,0.499,NA,0.8,1.01,"control",NA,"0.046","0.300","1.425","9.291",NA,NA,NA
"FW",6,2015-03-19,"PW","in","FW-P-6",28.897,0.681,0.33,6.83,"P77337-3",207,85.4,14.8,7.52,0.289,NA,0.4,0.781,"control",NA,"0.003","0.234","0.093","7.247",NA,NA,NA
"FW",8,2015-03-19,"PW","in","FW-P-8",27.133,0.69,0.333,6.81,"P77337-4",213,81.3,14.6,7.45,0.607,NA,0.6,1.09,"control",NA,"0.023","0.290","0.712","8.981",NA,NA,NA
"FW",9,2015-03-19,"PW","in","FW-P-9",27.463,0.678,0.327,6.84,"P77337-5",225,78.3,14.5,7.2,0.052,NA,0.2,0.515,"control",NA,"0.016","0.301","0.496","9.322",NA,NA,NA
"FW",10,2015-03-19,"PW","in","FW-P-10",30.577,0.681,0.327,6.85,"P77337-6",207,77.6,15.7,7.69,0.264,NA,0.7,0.838,"control",NA,"0.019","0.229","0.588","7.092",NA,NA,NA
"FW",11,2015-03-19,"PW","in","FW-P-11",34.63,6.582,3.553,6.753,"P77337-7",200,1740,30.4,7.52,1.17,NA,250,1.66,"treatment",NA,"0.049","0.336","1.518","10.406",NA,NA,NA
"FW",12,2015-03-19,"PW","in","FW-P-12",31.517,5.453,2.92,6.733,"P77337-8",258,1294,14.7,7.44,0.648,NA,208,1.15,"treatment",NA,"0.044","0.257","1.363","7.959",NA,NA,NA
"FW",13,2015-03-19,"PW","in","FW-P-13",28.787,6.42,3.477,6.58,"P77337-9",226,1928,23.8,7.48,0.653,NA,256,1.11,"treatment",NA,"0.044","0.290","1.363","8.981",NA,NA,NA
"FW",14,2015-03-19,"PW","in","FW-P-14",27.333,5.889,3.19,6.687,"P77337-10",267,1579,17.8,7.54,1.043,NA,194,1.54,"treatment",NA,"0.093","0.330","2.880","10.220",NA,NA,NA
"FW",15,2015-03-19,"PW","in","FW-P-15",30.137,5.097,2.737,6.6,"P77337-11",225,1192,18,7.53,1.045,NA,166,1.47,"treatment",NA,"0.045","0.276","1.394","8.548",NA,NA,NA
"FW",16,2015-03-19,"PW","in","FW-P-16",26.187,5.796,3.13,6.69,"P77337-12",267,1636,28.7,7.74,1.304,NA,222,NA,"treatment",NA,"0.049","0.449","1.518","13.906",NA,NA,NA
"FW",3,2015-04-16,"PW","in","FW-P-3",35.45,1.229,0.6,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
"FW",8,2015-04-16,"PW","in","FW-P-8",35.45,1.229,0.6,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA
